# laser: Santec TSL-550 (HW-triggered continuous sweep)
# sweep: 1545.0000 -> 1555.0000 nm, speed 50.00 nm/s, power 1.000 mW
wavelength_nm,coredaq_ch1_W,coredaq_ch2_W,coredaq_ch3_W,coredaq_ch4_W
1545.1950,-1.800000000e-10,-2.300000000e-10,-1.200000000e-10,4.121000000e-08
1545.1960,-2.100000000e-10,-2.300000000e-10,-9.000000000e-11,4.150000000e-08
1545.1970,-2.100000000e-10,-2.300000000e-10,-9.000000000e-11,4.179000000e-08
1545.1980,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,4.214000000e-08
1545.1990,-2.300000000e-10,-2.500000000e-10,-1.100000000e-10,4.244000000e-08
1545.2000,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,4.277000000e-08
1545.2010,-2.100000000e-10,-2.500000000e-10,-9.000000000e-11,4.305000000e-08
1545.2020,-2.600000000e-10,-2.200000000e-10,-1.200000000e-10,4.330000000e-08
1545.2030,-2.100000000e-10,-2.300000000e-10,-1.200000000e-10,4.363000000e-08
1545.2040,-2.100000000e-10,-2.200000000e-10,-1.100000000e-10,4.390000000e-08
1545.2050,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,4.416000000e-08
1545.2060,-2.100000000e-10,-2.500000000e-10,-1.100000000e-10,4.444000000e-08
1545.2070,-2.300000000e-10,-2.200000000e-10,-1.100000000e-10,4.471000000e-08
1545.2080,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,4.497000000e-08
1545.2090,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,4.522000000e-08
1545.2100,-2.400000000e-10,-2.300000000e-10,-9.000000000e-11,4.549000000e-08
1545.2110,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,4.572000000e-08
1545.2120,-2.300000000e-10,-2.500000000e-10,-1.100000000e-10,4.602000000e-08
1545.2130,-2.300000000e-10,-2.500000000e-10,-9.000000000e-11,4.624000000e-08
1545.2140,-2.100000000e-10,-2.200000000e-10,-1.100000000e-10,4.651000000e-08
1545.2150,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,4.670000000e-08
1545.2160,-2.300000000e-10,-2.500000000e-10,-9.000000000e-11,4.694000000e-08
1545.2170,-2.100000000e-10,-2.200000000e-10,-1.200000000e-10,4.716000000e-08
1545.2180,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,4.736000000e-08
1545.2190,-2.400000000e-10,-2.200000000e-10,-9.000000000e-11,4.758000000e-08
1545.2200,-2.100000000e-10,-2.200000000e-10,-8.000000000e-11,4.783000000e-08
1545.2210,-2.100000000e-10,-2.300000000e-10,-9.000000000e-11,4.800000000e-08
1545.2220,-2.100000000e-10,-2.500000000e-10,-9.000000000e-11,4.822000000e-08
1545.2230,-2.100000000e-10,-2.300000000e-10,-9.000000000e-11,4.838000000e-08
1545.2240,-2.100000000e-10,-2.200000000e-10,-9.000000000e-11,4.856000000e-08
1545.2250,-2.300000000e-10,-2.200000000e-10,-1.100000000e-10,4.878000000e-08
1545.2260,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,4.892000000e-08
1545.2270,-2.300000000e-10,-2.500000000e-10,-9.000000000e-11,4.908000000e-08
1545.2280,-2.100000000e-10,-2.300000000e-10,-8.000000000e-11,4.920000000e-08
1545.2290,-2.100000000e-10,-2.300000000e-10,-9.000000000e-11,4.935000000e-08
1545.2300,-2.100000000e-10,-2.200000000e-10,-9.000000000e-11,4.950000000e-08
1545.2310,-2.100000000e-10,-2.300000000e-10,-8.000000000e-11,4.965000000e-08
1545.2320,-2.300000000e-10,-2.300000000e-10,-8.000000000e-11,4.978000000e-08
1545.2330,-2.100000000e-10,-2.300000000e-10,-9.000000000e-11,4.985000000e-08
1545.2340,-2.300000000e-10,-2.300000000e-10,-8.000000000e-11,5.002000000e-08
1545.2350,-2.100000000e-10,-2.300000000e-10,-8.000000000e-11,5.014000000e-08
1545.2360,-2.100000000e-10,-2.300000000e-10,-5.000000000e-11,5.020000000e-08
1545.2370,-2.100000000e-10,-2.200000000e-10,0.000000000e+00,5.027000000e-08
1545.2380,-2.100000000e-10,-2.000000000e-10,0.000000000e+00,5.040000000e-08
1545.2390,-2.300000000e-10,-2.300000000e-10,5.000000000e-11,5.045000000e-08
1545.2400,-2.100000000e-10,-2.200000000e-10,2.300000000e-10,5.052000000e-08
1545.2410,-2.300000000e-10,-2.300000000e-10,6.600000000e-10,5.058000000e-08
1545.2420,-2.100000000e-10,-2.200000000e-10,8.200000000e-10,5.064000000e-08
1545.2430,-2.300000000e-10,-2.300000000e-10,8.200000000e-10,5.067000000e-08
1545.2440,-2.100000000e-10,-2.300000000e-10,7.800000000e-10,5.069000000e-08
1545.2450,-2.300000000e-10,-2.200000000e-10,7.800000000e-10,5.072000000e-08
1545.2460,-2.300000000e-10,-2.300000000e-10,7.500000000e-10,5.070000000e-08
1545.2470,-2.300000000e-10,-2.300000000e-10,7.500000000e-10,5.073000000e-08
1545.2480,-2.100000000e-10,-2.300000000e-10,7.700000000e-10,5.073000000e-08
1545.2490,-2.300000000e-10,-2.300000000e-10,7.700000000e-10,5.072000000e-08
1545.2500,-2.000000000e-10,-2.300000000e-10,8.000000000e-10,5.070000000e-08
1545.2510,-2.300000000e-10,-2.500000000e-10,7.700000000e-10,5.066000000e-08
1545.2520,-2.100000000e-10,-2.500000000e-10,7.700000000e-10,5.061000000e-08
1545.2530,-2.100000000e-10,-2.500000000e-10,7.700000000e-10,5.058000000e-08
1545.2540,-2.300000000e-10,-2.200000000e-10,7.800000000e-10,5.057000000e-08
1545.2550,-2.100000000e-10,-2.300000000e-10,8.200000000e-10,5.054000000e-08
1545.2560,-2.300000000e-10,-2.300000000e-10,8.300000000e-10,5.046000000e-08
1545.2570,-2.100000000e-10,-2.300000000e-10,8.200000000e-10,5.042000000e-08
1545.2580,-2.400000000e-10,-2.500000000e-10,8.500000000e-10,5.034000000e-08
1545.2590,-2.300000000e-10,-2.500000000e-10,8.300000000e-10,5.028000000e-08
1545.2600,-2.100000000e-10,-2.300000000e-10,8.800000000e-10,5.021000000e-08
1545.2610,-2.100000000e-10,-2.300000000e-10,8.600000000e-10,5.009000000e-08
1545.2620,-2.300000000e-10,-2.200000000e-10,9.100000000e-10,5.000000000e-08
1545.2630,-2.100000000e-10,-2.300000000e-10,9.100000000e-10,4.990000000e-08
1545.2640,-2.400000000e-10,-2.300000000e-10,9.100000000e-10,4.978000000e-08
1545.2650,-2.100000000e-10,-2.300000000e-10,9.200000000e-10,4.965000000e-08
1545.2660,-2.100000000e-10,-2.300000000e-10,9.200000000e-10,4.953000000e-08
1545.2670,-2.100000000e-10,-2.500000000e-10,9.500000000e-10,4.938000000e-08
1545.2680,-2.100000000e-10,-2.300000000e-10,9.400000000e-10,4.924000000e-08
1545.2690,-2.300000000e-10,-2.500000000e-10,9.700000000e-10,4.910000000e-08
1545.2700,-2.100000000e-10,-2.300000000e-10,9.800000000e-10,4.895000000e-08
1545.2710,-2.000000000e-10,-2.500000000e-10,9.500000000e-10,4.872000000e-08
1545.2720,-2.100000000e-10,-2.000000000e-10,9.800000000e-10,4.862000000e-08
1545.2730,-2.100000000e-10,-2.200000000e-10,1.020000000e-09,4.841000000e-08
1545.2740,-2.100000000e-10,-2.500000000e-10,9.800000000e-10,4.820000000e-08
